SBA Disaster Loan Data,,,,,,,Report Run Date:  3/19/2019 ,,,,,,
15584,15585,4377,TX-00500,LAGUNA VISTA,78578,Cameron,TX,"17,088.00","17,088.00",0.00,"14,100.00","14,100.00",0.00
15584,15585,4377,TX-00500,PORT ISABEL,78578,Cameron,TX,"19,872.00","19,872.00",0.00,"19,900.00","19,900.00",0.00
15584,15585,4377,TX-00500,Progreso,78579,Hidalgo,TX,"19,515.00","18,115.00","1,400.00","10,000.00","10,000.00",0.00
15584,15585,4377,TX-00500,SAN BENITO,78586,Cameron,TX,"198,144.00","191,974.00","6,170.00","197,900.00","161,600.00","3,100.00"
15584,15585,4377,TX-00500,SAN JUAN,78589,Hidalgo,TX,"83,977.00","72,347.00","11,630.00","79,600.00","63,500.00","4,900.00"
15584,15585,4377,TX-00500,SANTA ROSA,78593,Cameron,TX,"160,914.00","150,634.00","10,280.00","158,400.00","148,200.00","10,200.00"
15584,15585,4377,TX-00500,PROGRESO,78596,Hidalgo,TX,"35,099.00","19,299.00","15,800.00","19,300.00","19,300.00",0.00
15584,15585,4377,TX-00500,WESLACO,78596,Hidalgo,TX,"7,820,677.00","5,360,009.00","2,460,668.00","6,203,325.00","3,771,500.00","1,534,300.00"
15584,15585,4377,TX-00500,WESLACO,78599,Cameron,TX,"132,396.00","84,341.00","48,055.00","30,500.00",0.00,"30,500.00"
15584,15585,4377,TX-00500,WESLACO,78599,Hidalgo,TX,"5,484,521.00","3,331,600.00","2,152,921.00","4,169,100.00","1,974,164.89","1,086,500.00"
15584,15585,4377,TX-00500,WESLACO,78599-4407,Hidalgo,TX,"22,451.00","11,551.00","10,900.00","10,900.00",0.00,"10,900.00"
15586,15587,,PA-00084,BRIDGEVILLE,15017,Allegheny,PA,"101,196.00","53,346.00","47,850.00","79,600.00","31,700.00","47,900.00"
15586,15587,,PA-00084,BETHEL PARK,15102,Allegheny,PA,"481,684.00","400,119.00","81,565.00","466,500.00","393,800.00","72,700.00"
15586,15587,,PA-00084,SOUTH PARK,15129,Allegheny,PA,"45,641.00","7,416.00","38,225.00","32,500.00","7,500.00","25,000.00"
15586,15587,,PA-00084,MCKEESPORT,15132,Allegheny,PA,"15,520.00","11,720.00","3,800.00","15,600.00","19,300.00","3,800.00"
15586,15587,,PA-00084,PITTSBURGH,15216,Allegheny,PA,"117,183.00","89,728.00","27,455.00","100,200.00","74,300.00","25,900.00"
15586,15587,,PA-00084,PITTSBURGH,15220,Allegheny,PA,"26,835.00","26,835.00",0.00,"26,900.00","25,000.00",0.00
15586,15587,,PA-00084,PITTSBURGH,15228,Allegheny,PA,"8,469.00","8,469.00",0.00,"8,500.00","8,500.00",0.00
15586,15587,,PA-00084,PITTSBURGH,15236,Allegheny,PA,"28,179.00","17,445.00","10,734.00","28,200.00","16,000.00",0.00
15586,15587,,PA-00084,PITTSBURGH,15238,Allegheny,PA,"112,860.00","81,110.00","31,750.00","108,300.00","25,000.00",0.00
15586,15587,,PA-00084,PITTSBURGH,15241,Allegheny,PA,"241,700.00","196,095.00","45,605.00","241,800.00","196,100.00","37,000.00"
15586,15587,,PA-00084,UPPER ST CLAIR,15241,Allegheny,PA,"8,058.00","7,258.00",800.00,"2,100.00","1,300.00",800.00
15586,15587,,PA-00084,PITTSBURGH,15243,Allegheny,PA,"10,421.00","8,951.00","1,470.00","10,500.00","9,000.00","1,500.00"
15586,15587,,PA-00084,SOMERSET,15501,Somerset,PA,"6,741.00","6,741.00",0.00,"6,800.00","6,800.00",0.00
15586,15587,,PA-00084,LATROBE,15650,Westmoreland,PA,"195,888.00","158,083.00","37,805.00","196,100.00","158,100.00","38,000.00"
15586,15587,,PA-00084,LIGONIER,15658,Westmoreland,PA,"281,952.00","152,702.00","129,250.00","233,900.00","108,400.00","125,500.00"
15586,15587,,PA-00084,RECTOR,15677,Westmoreland,PA,"245,346.00","147,796.00","97,550.00","169,800.00","87,200.00","82,600.00"
15588,15589,,LA-00086,COUSHATTA,71019,Red River,LA,"24,515.00","24,515.00",0.00,"24,600.00","24,600.00",0.00
15588,15589,,LA-00086,SHREVEPORT,71108,Caddo,LA,"32,954.00","30,754.00","2,200.00","30,200.00","28,000.00","2,200.00"
15588,15589,,LA-00086,SHREVEPORT,71109,Caddo,LA,"242,547.00","231,497.00","11,050.00","211,100.00","200,000.00","11,100.00"
15588,15589,,LA-00086,SHREVEPORT,71115,Caddo,LA,"46,997.00","46,997.00",0.00,"47,000.00","47,000.00",0.00
15588,15589,,LA-00086,SHREVEPORT,71119,Caddo,LA,"36,219.00","35,469.00",750.00,"36,400.00","35,600.00",800.00
15588,15589,,LA-00086,SHREVEPORT,71129,Caddo,LA,"36,849.00","17,674.00","19,175.00","18,900.00","17,700.00","1,200.00"
15610,15611,,MD-00037,TEMPLE HILLS,20748,Prince Georges,MD,"31,481.00","23,801.00","7,680.00","25,000.00","17,300.00","7,700.00"
15610,15611,,MD-00037,ELLICOTT CITY,21042,Howard,MD,"4,732.00","3,382.00","1,350.00","4,800.00","6,200.00","1,400.00"
15610,15611,,MD-00037,ELLICOTT CITY,21043,Howard,MD,"26,954.00","15,929.00","11,025.00","25,600.00","16,100.00","9,500.00"
15610,15611,,MD-00037,ELKRIDGE,21075,Howard,MD,"13,288.00","6,193.00","7,095.00","13,300.00","6,200.00","7,100.00"
15610,15611,,MD-00037,WOODSTOCK,21163,Baltimore,MD,"18,820.00","18,820.00",0.00,"18,900.00","24,900.00",0.00
15610,15611,,MD-00037,GWYNN OAK,21207,Baltimore,MD,"12,020.00","12,020.00",0.00,"2,500.00",0.00,0.00
15610,15611,,MD-00037,GWYNN OAK,21207,Baltimore City,MD,"9,938.00","9,938.00",0.00,"10,000.00","10,000.00",0.00
15610,15611,,MD-00037,BALTIMORE,21215,Baltimore City,MD,"107,213.00","98,478.00","8,735.00","96,800.00","88,000.00","8,800.00"
15610,15611,,MD-00037,BALTIMORE,21216,Baltimore City,MD,"15,066.00","9,041.00","6,025.00","15,200.00","9,200.00","6,000.00"
15610,15611,,MD-00037,DUNDALK,21222,Baltimore,MD,"33,234.00","31,734.00","1,500.00","33,300.00","31,800.00","1,500.00"
15610,15611,,MD-00037,BALTIMORE,21228,Baltimore,MD,"10,365.00","10,365.00",0.00,"10,400.00","10,400.00",0.00
15610,15611,,MD-00037,CATONSVILLE,21228,Baltimore,MD,"701,377.00","570,562.00","130,815.00","605,100.00","481,100.00","88,500.00"
15610,15611,,MD-00037,BALTIMORE,21228,Baltimore City,MD,"26,399.00","20,544.00","5,855.00","17,400.00","11,500.00","5,900.00"
15610,15611,,MD-00037,BALTIMORE,21229,Baltimore,MD,"25,218.00","20,968.00","4,250.00","23,400.00","19,100.00","4,300.00"
15610,15611,,MD-00037,BALTIMORE,21229,Baltimore City,MD,"258,224.00","194,279.00","63,945.00","193,200.00","137,100.00","50,700.00"
15610,15611,,MD-00037,BALTIMORE,21230,Baltimore City,MD,"22,019.00","16,444.00","5,575.00","22,100.00","16,500.00","5,600.00"
15610,15611,,MD-00037,PARKVILLE,21234,Baltimore,MD,"9,580.00","9,580.00",0.00,"9,600.00","18,700.00",0.00
15612,15613,,PA-00085,ALTOONA,16601,Blair,PA,"42,101.00","41,001.00","1,100.00","42,200.00","41,100.00","1,100.00"
15612,15613,,PA-00085,ALTOONA,16602,Blair,PA,"29,725.00","28,925.00",800.00,"29,800.00","29,000.00",800.00
15612,15613,,PA-00085,DUNCANSVILLE,16635,Blair,PA,"269,518.00","193,953.00","75,565.00","240,850.00","173,700.00","67,100.00"
15612,15613,,PA-00085,HOLLIDAYSBURG,16648,Blair,PA,"69,847.00","44,192.00","25,655.00","69,500.00","44,300.00","25,200.00"
15612,15613,,PA-00085,MILESBURG,16853,Centre,PA,"18,140.00","18,140.00",0.00,"18,200.00","18,200.00",0.00
15614,15615,,CA-00285,REDDING,96003,Shasta,CA,"8,182.00","6,117.00","2,065.00","8,200.00","21,400.00","3,600.00"
15614,15615,,CA-00285,HORNBROOK,96044,Siskiyou,CA,"645,388.00","501,513.00","143,875.00","433,000.00","331,900.00","101,100.00"
15616,15617,,IA-00078,MARSHALLTOWN,50158,Marshall,IA,"156,643.00","153,033.00","3,610.00","60,200.00","60,300.00","2,700.00"
15622,15623,4382,CA-00288,SANTA ROSA,95401,Sonoma,CA,"399,506.00","385,506.00","14,000.00","204,000.00","200,000.00","4,000.00"
15622,15623,4382,CA-00288,CLEARLAKE OAKS,95423,Lake,CA,"192,880.00","146,050.00","46,830.00","156,600.00","105,300.00","43,000.00"
15622,15623,4382,CA-00288,LAKEPORT,95453,Lake,CA,"201,237.00","183,157.00","18,080.00","71,750.00","41,800.00","17,500.00"
15622,15623,4382,CA-00288,LUCERNE,95458,Lake,CA,"246,330.00","189,980.00","56,350.00","199,000.00","158,300.00","40,700.00"
15622,15623,4382,CA-00288,NICE,95464,Lake,CA,"22,352.00","14,102.00","8,250.00","22,400.00","11,400.00","8,300.00"
15622,15623,4382,CA-00288,UKIAH,95485,Lake,CA,"65,774.00","50,474.00","15,300.00","15,300.00",0.00,"15,300.00"
15622,15623,4382,CA-00288,UPPER LAKE,95485,Lake,CA,"2,771,557.00","2,104,707.00","666,850.00","1,455,500.00","821,200.00","221,700.00"
15622,15623,4382,CA-00288,WITTER SPRINGS,95493,Lake,CA,"33,420.00",0.00,"33,420.00","33,500.00",0.00,"33,500.00"
15622,15623,4382,CA-00288,REDDING,96001,Shasta,CA,"30,652,964.00","25,831,650.00","4,821,314.00","10,928,400.00","8,672,300.00","1,746,600.00"
15622,15623,4382,CA-00288,REDDING,96002,Shasta,CA,"16,153.00","16,153.00",0.00,"11,000.00","11,000.00",0.00
15622,15623,4382,CA-00288,REDDING,96003,Shasta,CA,"15,182,263.00","12,455,172.00","2,727,091.00","5,543,800.00","4,444,800.00","792,100.00"
15622,15623,4382,CA-00288,ANDERSON,96007,Shasta,CA,"32,994.00","20,454.00","12,540.00","33,204.00","20,600.00","12,600.00"
15622,15623,4382,CA-00288,SHASTA LAKE,96019,Shasta,CA,"12,120.00","12,120.00",0.00,"12,120.00","12,200.00",0.00
15622,15623,4382,CA-00288,FRENCH GULCH,96033,Shasta,CA,"1,411,494.00","1,138,233.00","273,261.00","684,500.00","501,900.00","171,900.00"
15622,15623,4382,CA-00288,IGO,96047,Shasta,CA,"388,052.00","336,052.00","52,000.00","240,000.00","200,000.00","40,000.00"
15622,15623,4382,CA-00288,LAKEHEAD,96051,Shasta,CA,"154,903.00","131,903.00","23,000.00","110,800.00","132,000.00","23,000.00"
15622,15623,4382,CA-00288,SHASTA,96087,Shasta,CA,"8,112,421.00","6,560,516.00","1,551,905.00","3,183,600.00","2,503,400.00","527,900.00"
15622,15623,4382,CA-00288,WHISKEYTOWN,96095,Shasta,CA,"11,700.00",0.00,"11,700.00","11,800.00",0.00,"11,800.00"
15626,15627,,NE-00071,PENDER,68047,Cuming,NE,"4,583.00","4,583.00",0.00,"4,600.00","4,600.00",0.00
15626,15627,,NE-00071,PENDER,68047,Thurston,NE,"138,934.00","82,056.00","56,878.00","111,600.00","57,900.00","58,900.00"
15626,15627,,NE-00071,HOSKINS,68740,Wayne,NE,"12,260.00","11,060.00","1,200.00","2,300.00","1,100.00","1,200.00"
15640,15641,,CA-00289,ALPINE,91901,San Diego,CA,"1,149,983.00","950,308.00","199,675.00","423,700.00","383,700.00","40,000.00"
15642,15643,,NM-00062,SANTA FE,87501,Santa Fe,NM,"42,649.00","36,559.00","6,090.00","41,600.00","35,400.00","6,200.00"
15642,15643,,NM-00062,SANTA FE,87505,Santa Fe,NM,"434,980.00","329,780.00","105,200.00","393,400.00","292,800.00","99,400.00"
15642,15643,,NM-00062,SANTA FE,87506,Santa Fe,NM,"31,374.00","29,374.00","2,000.00","31,400.00","29,400.00","2,000.00"
15642,15643,,NM-00062,SANTA FE,87507,Santa Fe,NM,"684,916.00","515,876.00","169,040.00","577,200.00","483,000.00","94,200.00"
15644,15645,,CO-00100,WESTMINSTER,80031,Adams,CO,"9,570.00",0.00,"9,570.00","9,600.00",0.00,"9,600.00"
15644,15645,,CO-00100,DENVER,80234,Adams,CO,"29,530.00",0.00,"29,530.00","29,600.00",0.00,"29,600.00"
15644,15645,,CO-00100,WESTMINSTER,80234,Adams,CO,"151,470.00",0.00,"151,470.00","151,300.00",0.00,"151,300.00"
15673,15674,,MN-00062,BALATON,56115,Lyon,MN,"18,887.00","15,687.00","3,200.00","18,900.00","15,700.00","3,200.00"
15673,15674,,MN-00062,SLAYTON,56172,Murray,MN,"13,814.00","13,814.00",0.00,"12,900.00","12,900.00",0.00
15673,15674,,MN-00062,TRACY,56175,Lyon,MN,"581,596.00","393,541.00","188,055.00","486,300.00","325,100.00","167,400.00"
15673,15674,,MN-00062,TRACY,56175,Murray,MN,"62,959.00","53,559.00","9,400.00","53,000.00","10,000.00","5,000.00"
15673,15674,,MN-00062,MARSHALL,56258,Lyon,MN,"121,439.00","79,989.00","41,450.00","92,600.00","51,100.00","41,500.00"
15673,15674,,MN-00062,REDWOOD FALLS,56283,Redwood,MN,"125,745.00","103,695.00","22,050.00","125,900.00","130,000.00","21,900.00"
15673,15674,,MN-00062,WABASSO,56293,Redwood,MN,"328,592.00","254,702.00","73,890.00","268,900.00","174,100.00","56,200.00"
15682,15683,,MI-00065,ATLANTIC MINE,49905,Houghton,MI,"19,714.00","9,214.00","10,500.00","15,800.00","9,300.00","6,500.00"
15682,15683,,MI-00065,CALUMET,49913,Houghton,MI,"5,867.00","5,867.00",0.00,"5,900.00","5,900.00",0.00
15682,15683,,MI-00065,CHASSELL,49916,Houghton,MI,"59,409.00","51,659.00","7,750.00","59,500.00","59,600.00","7,800.00"
15682,15683,,MI-00065,Dollar Bay,49922,Houghton,MI,"54,161.00","41,261.00","12,900.00","47,300.00","34,400.00","12,900.00"
15682,15683,,MI-00065,HANCOCK,49930,Houghton,MI,"287,984.00","199,204.00","88,780.00","119,000.00","185,000.00","47,200.00"
15682,15683,,MI-00065,HOUGHTON,49931,Houghton,MI,"139,457.00","92,103.00","47,354.00","138,100.00","90,700.00","47,400.00"
15682,15683,,MI-00065,HUBBELL,49934,Houghton,MI,"11,714.00","6,719.00","4,995.00","7,500.00","2,500.00","5,000.00"
15692,15693,,KS-00119,Manhattan,66502,Riley,KS,"24,216.00","6,366.00","17,850.00","24,300.00","6,400.00","17,900.00"
15692,15693,,KS-00119,MANHATTAN,66503,Riley,KS,"25,061.00","24,761.00",300.00,"25,000.00","24,800.00",200.00
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
